//
// Definitions:
//
186,000 mps: ^^It's not just a good idea -- It's the law.
A.A.A.A.A.:  ^^An organization for drunks who drive
Weiler's Law:^^Nothing is impossible for the man who doesn't have to do it himself.
Weinberg's First Law:^^Progress is made on alternate Fridays.
Weinberg's Second Law:^^If builders built buildings the way programmers wrote programs,^the first woodpecker to come along would destroy civilization.
Weiner's Law of Libraries:^^There are no answers, only cross-references.
Weiner's Wisdom:^^Remember when he peacock struts his stuff he shows his backside to half the world.
Westheimer's Discovery:^^A couple of months in the laboratory can frequently save a couple of hours in the library.
Westheimer's Time Estimation Rule:^^Estimate the time you think it should take, multiply by 2, add 3, and change the unit of measure to the next higher unit.
Westheimer's Time Estimation Rule:^^Estimate the time you think it should take, multiply by 2, and add 3 -- indpendent of the units of time.
Weston's Wisdom:^^A fox is a wolf who sends flowers.
Wethern's Law:^^Assumption is the mother of all screwups.
Whistler's Law:^^You never know who's right, but you always know who's in charge.
Whitehorn's Second Law:^^No nice men are good at getting taxis.
Wiker's Law:^^Government expands to absorb revenue and then some. - Tom Wicker
Williams' Woe:^^Vehicle electric windows always fail in the down position.
Witten's Law:^^Whenever you cut your fingernails, you will find a need for them an hour later.
Wolfgang's Third Law:^^It can't work.
Woltman's Law:^^Never program and drink beer at the same time.
Woollcott's Wisdom:^^Nothing risque, nothing gained.
Wynne's Law:^^Negative slack tends to increase.
Wyszowski's Law:^^No experiment is reproducible.
Wyszkowski's Second Law:^^Anything can be made to work if you fiddle with it long enough.
Young's Law of Research Projects:^^The greater the funding, the longer the project takes. ^ Projects with unlimited funding take forever.
Zappa's Law:^^There are two things which are truly universal:^^hydrogen and stupidity.
Zimmerman's Law of Complaints:^^Nobody notices when things go right.
Zymurgy's First Law of Evolving Systems Dynamics:^^Once you open a can of worms, the only way to recan them is to use a bigger can.
Zymurgy's Law of Volunteer Labour:^^People are always available for work in the past tense.
Zymurgy's Seventh Exception to Murphy's Laws:^^When it rains, it pours.
de la Lastra's Law:^^After the last of 16 mounting screws has been removed from an access cover, it will be discovered that the wrong access cover has been removed.^^de la Lastra's Corollary:^^After an access cover has been secured by 16 hold-down screws, it will be discovered that the gasket has been ommitted.
//
Laws of Computer Programming    I:^^Any given program, when running, is obsolete.
Laws of Computer Programming   II:^^Any given program costs more and takes longer.
Laws of Computer Programming  III:^^If a program is useful, it will have to be changed.
Laws of Computer Programming   IV:^^If a program is useless, it will have to be documented.
Laws of Computer Programming    V:^^Any given program will expand to fill available memory.
Laws of Computer Programming   VI:^^The value of a program is proportional to the weight of its output.
Laws of Computer Programming  VII:^^Program complexity grows until it exceeds the capabilities of the programmer who must maintain it.
Laws of Computer Programming VIII:^^Any non-trivial program contains at least one bug.
Laws of Computer Programming   IX:^^Undetectable errors are infinite in variety, in contrast to detectable errors, which by definition are limited.
Laws of Computer Programming    X:^^Adding manpower to a late software project makes it later.
//
Murphy's Military Laws  1:^^Never share a foxhole with anyone braver than you are.
Murphy's Military Laws  2:^^No battle plan ever survives contact with the enemy. - Field Marshall Helmuth Carl Bernard von Moltke
Murphy's Military Laws  3:^^Friendly fire ain't.
Murphy's Military Laws  4:^^The most dangerous thing in the combat zone is an officer with a map.
Murphy's Military Laws  5:^^The problem with taking the easy way out is that the enemy has already mined it.
Murphy's Military Laws  6:^^The buddy system is essential to your survival;^^it gives the enemy somebody else to shoot at.
Murphy's Military Laws  7:^^The further you are in advance of your own positions,^the more likely your artillery will shoot short.
Murphy's Military Laws  8:^^Incoming fire has the right of way.
Murphy's Military Laws  9:^^If your advance is going well, you are walking into an ambush.
Murphy's Military Laws 10:^^The quartermaster has only two sizes, too large and too small.
Murphy's Military Laws 11:^^If you really need an officer in a hurry, take a nap.
Murphy's Military Laws 12:^^The only time suppressive fire works is when it is used on abandoned positions.
Murphy's Military Laws 13:^^The only thing more accurate than incoming enemy fire is incoming friendly fire.
Murphy's Military Laws 14:^^There is nothing more satisfying than having someone take a shot at you, and miss.
Murphy's Military Laws 15:^^Don't be conspicuous. In the combat zone, it draws fire.^Out of the combat zone, it draws sergeants.
Murphy's Military Laws 16:^^If your sergeant can see you, so can the enemy.
Murphy's Military Laws 17:^^Never worry about the bullet with your name on it.^Instead, worry about shrapnel addressed to 'occupant'.
Murphy's Military Laws 18:^^All battles are fought at the junction of two or more map sheets.^^18.1  ...uphill.^18.2  ...and in the rain.
Murphy's Military Laws 19:^^Logistics is the ball and chain of armoured warfare. - Heinz Guderian
Murphy's Military Laws 20:^^The army with the smartest dress uniform will lose.
Murphy's Military Laws 21:^^What gets you promoted from one rank gets you killed in the next rank.
Murphy's Military Laws 22:^^A good plan today is better than a perfect plan tomorrow. - George Patton
Murphy's Military Laws 23:^^If orders can be misunderstood, they have been.
Murphy's Military Laws 24:^^Tracer works both ways.
Murphy's Military Laws 25:^^If the enemy is in range, so are you.
Murphy's Military Laws 26:^^War is like love.^^To triumph, you must make contact. - Attributed to Napoleon
Murphy's Military Laws 27:^^Boldness becomes rarer, the higher the rank. - Karl von Clausewitz
Murphy's Military Laws 28:^^Never reinforce failure.^^Failure reinforces itself.
Murphy's Military Laws 29:^^Only 5% of an intelligence report is accurate.^^The trick of a good commander is to isolate the 5%. - Douglas MacArthur
Murphy's Military Laws 30:^^Tactics is for amateurs; professionals study logistics.
Murphy's Military Laws 31:^^When a front line soldier overhears two General Staff officers conferring, he's fallen back too far.
Murphy's Military Laws 32:^^It isn't necessary to be an idiot to be a senior officer, but it sure helps.
Murphy's Military Laws 33:^^Only numbers can annihilate. - Vice Admiral Lord Horatio Nelson
Murphy's Military Laws 34:^^No captain can do very wrong who places his ship alongside that of the enemy. - Vice Admiral Lord Horatio Nelson
Murphy's Military Laws 34a:^^Always know when it's time to get out of Dodge.
Murphy's Military Laws 34b:^^Always know how to get out of Dodge.
Murphy's Military Laws 35:^^Your equipment was made by he lowest bidder.
Murphy's Military Laws 36:^^Priorities are made by officers, not God.^^There's a difference.
Murphy's Military Laws 37:^^Always honour a threat.
Murphy's Military Laws 38:^^The weight of all of your equipment is proportional to the cube of the time you have been carrying it.
Murphy's Military Laws 39:^^Hell hath no fury like a non-combatant. - Charles Edward Montague
Murphy's Military Laws 40:^^Fighter pilots make movies; attack pilots make history.
//
Morality is always defined by those in power. - 28th Ferengi Rule of Acquisition
Don't trust anyone wearing a better suit than your own. - 47th Ferengi Rule of Acquisition
//
// misc Laws and Rules
//
43rd Law of Computing:^^Anything that can go wr^Seek Error reading Drive C:^Abort, Retry, Ignore, Fail?
5th Law of the Office:^^Vital papers will move from where you left them to where you can't find them.
A Law of Computer Programming:^^Make it possible for programmers to write in English and you will find the programmers cannot write in English.
A hypothetical paradox:^^What would happen in a battle between an Enterprise security team, who always get killed soon after appearing, and a squad of Imperial Stormtroopers, who can't hit the broad side of a planet? - Tom Galloway
Astrology Law:^^It's always the wrong time of the month.
Army Axiom:^^An order that can be misunderstood will be misunderstood.
Army Law:^^If it moves, salute it;^ If it doesn't move, pick it up;^ If you can't pick it up, paint it.
Bicycle Law:^^All bicycles weigh 50 pounds:^^A 30 pound bicycle needs a 20 pound lock.^A 40 pound bicycle needs a 10 pound lock.^A 50 pound bicycle doesn't need a lock.
First Law of Business Meetings:^^The probability that the lead pencil will break is directly proportional to the importance of the notes being taken.
Civil Service Maxim:^^The pension is mightier than the sword.
Fundamental Tenet of Reform:^^Reforms come from below.^No man who has four aces ever calls for a new deal. - John F. Parker
Law of Communications:^^The result of improved and enlarged communications is a vastly increased area of misunderstanding.
Law of Communications:^^The inevitable result of improved and enlarged communications between different levels in a hierarchy is a vastly increased area of misunderstanding.
Law of Forgetfulness:^^The chance of forgetting something is directly proportional to ... proportional to ... to ... .
Law of Gifts:^^You get the most of what you need the least.
Law of Probable Distribution:^^Whatever hits the fan will not be evenly distributed.
Law of Procrastination:^^Procrastination avoids boredom; one never has the feeling that there is nothing important to do.
Law of Reruns:^^If you have watched a TV series only once, and you watch it again, it will be a rerun of the same episode.
Law of Research:^^Enough research will tend to support your theory.
Law of Revelation:^^The hidden flaw never remains hidden.
Jennings' Corollary to the Law of Selective Gravity:^^The chance of the bread falling with the butter side down is directly proportional to the value of the carpet.
Law of the Office:^^Important letters which contain no errors will develope errors in the mail.
Law of the Perversity of Nature:^^You cannot successfully determine beforehand which side of the bread to butter.
Law of the Too, Too Solid Point:^^In any collection of data, the figure that is most obviously correct -- beyond any need of checking -- is the mistake. ^^Corollary I:^No one whom you ask for help will see it either. ^^Corollary II:^Everyone who stops by with unsought advice will see it immediately. - H.B. Fyfe
Laws Governing Values:^^The value of an idea is measured by its contents rather than by the structure of the hierarchy in which it is pronounced.
Non-Reciprocal Law of Expectations:^^Negative expectations yield negative results.^Positive expectations yield negative results.
Proper Perspective on the Cost of Desired Things:^^When you look at it over thirty years, it's only pennies a day. - H. R. Levinger
Rule of Accuracy:^^When working towards the solution of a problem, it always helps if you know the answer.
Rule of Defactualization:^^Information deteriorates upward through bureaucracies.
Rule of Failure:^^If at first you don't succeed, destroy all evidence that you have tried.
Rule of Feline Frustration:^^When your cat has fallen asleep on your lap and looks utterly content and adorable, you will suddenly have to go to the bathroom.
Stages of Learning:^^1. Turning data into information ^2. Turning information into knowledge ^3. Turning knowledge into wisdom - Richard A. Stack
The Airplane Law:^^When the plane you are on is late, the plane you want to transfer to is on time.
The Army Axiom:^^Any order that can be misunderstood has been misunderstood.
The DREA Law:^^Under the most rigorously controlled conditions,^the experimental apparatus will do exactly as it pleases.
The First Law of Wing Walking:^^Never let hold of what you've got until you've got hold of something else.
The First Myth of Management:^^It exists.
The Golden Rule of Arts and Sciences:^^He who has the gold makes the rules.
The Golden Rule:^^He who has the gold makes the rules.
The Grocery Bag Law:^^The candy bar you had planned to eat on the way home from the market is hidden at the bottom of the grocery bag.
The Iron Law of Secretaries:^^As soon as you get a fresh cup of coffee, the boss will ask you to do something that will last until the coffee is cold.
The Law of Failure:^^Technology abhors little failures but rewards big ones.
The Law of Innovation Prevention:^^Unless the results are known in advance, funding agencies will reject the proposal.
The Law of Selective Gravity^(The Buttered Side Down Law):^^An object will fall so as to do the most damage.
The Law of Selective Gravity^(The Buttered Side Down Law):^^An object will fall so as to do the most damage.^^Corollary to The Law of Selective Gravity:^You cannot successfully determine beforehand which side of the bread to butter.
The Maintainer's Motto:^^If we can't fix it, it ain't broke. - Lt. Col. Walt Weir, USA
The Micro Law:^^Never trust a computer bigger than you can lift.
The Programmer's Cheer:^^SHIFT to the left.^SHIFT to the right. ^Popup. Push Down. ^Byte! Byte! Byte!
The Queue Principal:^^The longer you wait in line, the greater the likelihood that you are in the wrong line.
The Sausage Principle:^^People who love sausage and respect the law should never watch either one being made.
The Second rule of program optimization:^^Don't do it yet! - Michael Jackson
The Seven Catastrophes of Computing:^^The user, the manufacturer, the model, the salesperson, the operating system, the language, and the application. - Stan Kelly-Bootle
The Ultimate Law:^^All general statements are false.
The Ultimate Wisdom:^^Philosophers must ultimately find their true perfection in knowing all the follies of mankind by introspection. - Piet Hein
The Unapplicable Law:^^Washing your car to make it rain doesn't work.
The Unspeakable Law:^^As soon as you mention something;^if it is good, it goes away.^if it is bad, it happens.
The Watergate Principle:^^Government corruption will always be reported in the past tense.
The Whispered Rule:^^People will believe anything if you whisper it.
The Worker's Law:^^No matter how much you do, you'll never do enough.
The Word Processor's Rule:^^Nothing highlights a document as much as a failure in the spele checker. - Arild Jensen
There are three kinds of medical experiments:^^Single Blind: The patients don't know if they got the drug or the placebo. ^Double blind: The doctors don't know either. ^Triple Blind: The administrators have lost the key and nobody will ever know.
//
First Law of Advice:^^The correct advice is to give the advice that is desired.
Third Law of Advice:^^Simple advice is the best advice.
Fourth Law of Applied Terror:^^The night before the English History mid-term, your Biology instructor will assign 200 pages on planaria.^Corollary:^^Every instructor assumes that you have nothing else to do except study for that instructor's course.
Fifth Law of Applied Terror:^^If you are given an open-book exam, you will forget your book.^Corollary:^If you are given a take-home exam, you will forget where you live.
First Law of Bicycling:^^The route is always uphill and into the wind.
First Law of Laboratory Work:^^Hot glass looks exactly the same as cold glass.
First Law of Revision:^^Information necessitating a change of design will be conveyed to the designer after -- and only after -- the plans are complete. ^(Often called the 'Now They Tell Us' Law)^^Corollary I:^^In simple cases, presenting one obvious right way versus one obvious wrong way, it is often wiser to choose the wrong way, so as to expedite subsequent revision. - H.B. Fyfe
Second Law of Revision:^^The more innocuous the modification appears to be, the further its influence will extend and the more plans will have to be redrawn. - H.B. Fyfe
Third Law of Revision:^^If, when completion of a design is imminent, field dimensions are finally supplied as they actually are -- instead of as they were meant to be -- it is always simpler to start all over.^^Corollary I:^^It is usually impractical to worry beforehand about interferences -- if you have none, someone will make one for you. - H.B. Fyfe
Third Law of Photography:^^If you did manage to get any good shots, they will be ruined when someone inadvertently opens the darkroom door and all of the dark leaks out.
Fourth Law of Thermodynamics:^^If the probability of success is not almost one, then it is damned near zero.
//
First Postulate of Isomurphism:^^Things equal to nothing else are equal to each other.
//
First Rule of Intelligent Tinkering:^^Save all the parts.
First Rule of History:^^History doesn't repeat itself. Historians merely repeat each other.
First Rule of Superiority:^^Don't let your superiors know you are superior to them.
First Rule of program optimization:^^Don't do it! - Michael Jackson
//
Three Laws of Advice:^^The correct advice to give is the advice that is desired.^^The correct advice is revealed by the structure of the hierarchy, not by the structure of the technology. ^^Simple advice is the best advice.^Unsolicited advice is always bad advice.
Three Laws of Crises:^^A person must rock the boat to get ahead.^^Technological hierarchies abhor perfection.^^The maximum rate of promotion is achieved at a level of crises only slightly less than that which will result in dismissal.
//
// Rules of the game
//
1) You can't win. ^2) You can't break even. ^3) You can't even quit the game.
A faithful car will continue to be faithful until the day you fit it with four brand new tyres, then it will fall apart.
An authority is somebody who can tell you more about something than you really care to know.
Anything free is worth what you pay for it.
Do not believe in miracles^- rely on them.
Don't force it, get a large hammer.
Experiments should be reproducable,^- they should all fail in the same way.
Friends may come and go, but enemies accumulate.
I have yet to see any problem, which, when you looked at it the right way, did not become still more complicated.
If a test installation functions perfectly, all subsequent systems will malfunction.
If an experiment works, you must be using the wrong equipment.
If at first you don't succeed, give up.
If at first you don't succeed, blame the teacher.
If at first you don't succeed, transform your data set!
If at first you don't succeed, try something else.
If at first you don't succeed, try, try again. Then give up.
If at first you don't succeed, try, try again. If that doesn't work, look for a better solution. - Kelvin Throop
If it can be borrowed and it can be broken, you will borrow it and you will break it.
If it looks easy, it's tough. - If it looks tough, it's damn near impossible.
If little else, the brain is an educational toy. - Tom Robbins
If the input editor has been designed to reject all bad input, an ingenious idiot will discover a method to get bad data past it.
If you do something which you are sure will meet with everyone's approval, somebody won't like it.
If you explain so clearly that no one can misunderstand, somebody will.
If you make people think they're thinking, they'll love you; but if you really make them think they'll hate you.
If you want your name spelt wrong, die.
In any household, junk accumulates to fill the storage space available.
In case of doubt, make it sound convincing.
Incompetence knows no barriers of time or place.
Indecision is the key to flexibility.
Information travels more surely to those with a lesser need to know.
It does not matter if you fall down as long as you pick something from the floor when you get up.
It is better for civilisation to be going down the drain than to be coming up it.
It is easier to write an incorrect program than to understand a correct one.
It works better when you turn the brightness up.
Just when you see the light at the end of the tunnel, the roof caves in.
Live within your income, even if you have to borrow to do it.
Monday is a hard way to spend one-seventh of your life.
Negative slack tends to increase.
Never go to a doctor who's office plants have died.
Next to surviving an earthquake, nothing is quite so satisfying as as receiving a income tax refund
Nothing is impossible for the man who doesn't have to do it himself.
Old age is always 15 years older than I am.
On a beautiful day like this, it is hard to believe that anyone can be unhappy - but we're working on it.
Once a job is fouled up, anything done to improve it will only make it worse.
Once you understand how to write a program get someone else to write it.
Patience is something that you admire greatly in the driver behind you but not in the one ahead of you.
Program complexity grows until it exceeds the capability of the programmer who must maintain it.
Pros are people who do jobs well even when they don't feel like it
Remember the turtle, he never makes any progress until he sticks his neck out.
Speed bumps are of negligible effect when the vehicle exceeds triple the restraining speed.
The amount of expertise varies in inverse ratio to the number of statements understood by the general public.
The chief cause of problems is solutions.
The lagging activity in a project will invariably be found in the area where highest overtime rates lie waiting.
The lion and the calf shall lie down together, but the calf won't get much sleep.
The probability of anything happening is inversely proportional to its desirability.
The usefulness of a meeting is inversely proportional to its attendance.
There ain't no such thing as a free lunch.
Three can keep a secret, if two are dead.
Two wrongs do not make a right; it usually takes three or more.
To iterate is human; to recurse, divine.
Under the most rigorously controlled conditions, the experimental apparatus will do exactly as it pleases.
Undetectable errors are infinite in variety, in contrast to detectable errors, which by definition are limited.
When a compiler accepts a program without error on the first run, the program will not yield the desired output.
When all else fails, read the manual.
When things are going well, somebody will experiment detrimentally.
When your work speaks for itself, don't interrupt.
Whenever you try to make an impression, the chances are that that is the impression you will make.
Why can't lifes's big problems come when we are twenty and know everything ?
You always find something in the last place you look.
You can get ANYWHERE in ten minutes if you drive fast enough.
If anything can go wrong, it will.
//
// do it
//
AI hackers do it robotically.
Bankers do it with interest (penalty for early withdrawal).
Communists do it without class.
Computer Engineers do it bit by bit.
Doctors take two aspirin and do it in the morning.
Engineers do it precisely.
Evangelists do it with Him watching.
If a President doesn't do it to his wife, he'll do it to his country.
If you have nothing to do, don't do it here.
Hackers do it with all sorts of characters.
Hackers do it with bugs.
Hackers do it with fewer instructions.
How do the Japanese do it? Because we let them.
Mathematicians do it in theory.
Physicists do it with charm
Politicians do it to everyone.
Statisticians do it with 95% confidence.
Statisticians probably do it.
Technicians do it a lot.
Test makers do it sometimes/always/never.
Xerox does it again and again and again and ...
//
//never die
//
 Computer programmers never die,^they just get lost in the processing.
 Chemistry professors never die,^they just fail to react.
 Chemistry professors never die,^they just smell that way!
 Old bakers never die,^they just quit making dough.
 Old doughnut makers never die,^they just get tired of the whole business.
 Old frogs never die,^But they do croak!
 Old musicians never die,^they just decompose.
 Old programmers never die,^they just branch to a new address.
"Old programming wizards never die,^they just recurse." - Allen Supynuk
 Old soldiers never die.^^Young ones do.
//
//Taglines
//
 *WARNING* - Message explodes when deleted!
 A novel idea: POSTING ONLY TAGLINES IN THE TAGLINE ECHO.
 a preposition.  This tagline ends in
 A well-crafted tagline is a joy forever.
 Another fine winner of the "Idiotic Off Topic Message" award.
 Bo Derek has a baud rate of 10!
 ebius tagline. This is a moebius tagline. This is a mo ...
 Experiment #6:  Three-legged cats will not walk in circles.
 Experiment #7:  Two-legged cats are slower than Three-legged cats.
 Experiment #8:  One-legged cats are easier to throw.
 Flat Earth Society is now taking donations for a communication satellite.
 For Halloween I'm going as a tagline.  How do you like my costume?
 Frozen taglines on a stick, a new summer treat!
 Have you checked under your keyboard for boogers lately?
 He who dies with the most TAGLINES wins!
 I bought a Bunson burner.  Boy is Mr. Bunson scared!
 I don't steal taglines; I simply clone them.
 I know a good tagline when I steal one.
 I went to the International Date Line, but still couldn't get a date.
 I'll bet Bache was lowsy at baseball and a bad pitcher.
 I'm Fabio's lesser known heavier brother, Flabio.
 If this were an actual tagline, it would be funny.
 In the jurrasic period, taglines were much larger.
 Please stomp on this tagline before it multiplies.
 Quick!  Let's fix the Hubble so we can find the martian probe.
 Remember, never pet a stray tagline.
 Run, don't walk to your nearest modem and download
 Tag Rule #1 One tagline per message (unless you can get away with more)
 Tag Rule #2 Always steal more taglines than you'll need in ten lifetimes.
 Tag Rule #3 Don't use offensive tags. It may upset the jerk reading this.
 Tag Rule #4 Always make sure your taglnes are spelt corectly!
 Tag Rule #5 There are no rules when it comes to using taglines.
 Tag Rule #6 There are no rules to using taglines except for rule #5.
 Tag Rule #7 !senilgat esrever esu reveN
 Tag Rule #8 Never use taglines that are too long to fit on one line at th
 Tag Rule #9 Never write a whole message when just a tagline will do.
 The OFFICIAL tagline of the 2008 Olympics!
 This Halloween I plan to go trick-or-taglining.
 This is a tag line
 This tagline is SHAREWARE!  To register, send me $10
 Use this area for the original taglines that you create.
 We are masters of our destiny but slaves to our taglines.
 We don't need no steenking tag lines...
 What do you mean? You actually read this Tagline?!?
 When ever I try to pitch a tent, they throw me off the mound.
//
//Graffiti - Paradox
//
 100,000 lemmings can't be wrong.
 1948 - A novel for dyslexics by George Orwell.
 A bank manager is someone who lends you an umbrella when the sun is shining, and who asks for it back when it start to rain.
 A clean desk is a sign of a cluttered desk drawer.
 A committee is a life form with six or more legs and no brain.
 A day for firm decisions!!!!!^^Or is it?
 A Freudian slip is when you say one thing but mean your mother.
 A friend in need is a pain in the ass.
 A gossip is someone with a great sense of rumor.
 A hangover is the wrath of grapes.
 A man is as old as he feels. But never as important.
 A man is as old as the woman he feels.
 A man needs a mistress just to break the monogamy.
 A man's home is his castle, in a manor of speaking.
 A pessimist's blood type is always b-negative.
 A phone call costs less than you think. Soon it'll cost more than you believe.
 A sense of humor is the difference between ambition and achievement.
 A seven day honeymoon makes one weak.
 A successful diet is the triumph of mind over platter.
 Absolute zero is cool.
 Ad astra per aspera.
 Alas poor kiroY, I knew him backwards.
 All that glitters is not gold. -- All that doesn't glitter isn't either.
"Always be sincere, even when you don't mean it." - Irene Peter
 Always put the important before the merely urgent.
 Always tell her she's pretty, especially when she isn't.
 Always yield to temptation,^ it may not pass your way again.
 Amnesia rules -- O
 An Australian lover is like a wombat :- he eats roots, shoots, and leaves.
 An electrician gets into people's shorts!
 An honest politician is one who, when he is bought, will stay bought.
 Anarchists of the world unite !
 Anarchy is against the law.
 Anarchy, No rules -- OK?
 Answers: $1, Short: $5, Correct: $25, dumb looks are still free.
 Anyone who can see through a woman is missing a lot.
 Anyone who cannot cope with mathematics is not fully human.
 Anyone who goes to see a psychiatrist, ought to have his head examined.
 Archaeologists take sedimental journeys.
 Archimedes had no principles!
 Are we not men?
 Are you a schizo? -- If so, that makes four of us.
 Arsonists of the world, ignite!
 Artistic ventures highlighted. Rob a museum.
 As I said before, I never repeat myself.
 Asking the boss for a rise may not be patriotic, but it will help the government with the extra tax if it comes off.
 Astronauts are out to launch.
 Atheism is a non-prophet organization.
 Australian beer is made from kangaroo hops.
 Australian foreplay -- "Brace yerself Sheila."
 Avert misunderstanding by calm, poise, and balance.
 Avoid life -- It'll kill you in the end.
 Avoid reality at all costs.
"Avoid shifting into reverse while your car is moving; especially while moving at a high rate of speed." - 1988 Honda Civic CRX Owner's Manual
 Badges?  We don't need no stinkin' badges.
 Ban the bomb. Save the world for conventional warfare.
 Bank error in your favor.^^Collect $200.
 Be alert -- your country needs lerts.
 Be apathetic today. -- I think I'll leave it till tomorrow.
 Be creative  --  invent a perversion!
 Be wary of strong drink. It can make you shoot at tax collectors^- (and miss).
 Been through Hell? And what did you bring me?
"Blessed are the pretty girls, for they shall inherit the men." - Bob Edwards
 Blow your mind -- smoke gunpowder.
 Bra burning was a big flop.
 Charity covers a multitude of sins, but curiosity soon uncovers them again.
 Clinton voters:^^Just apologize and end the embarrassment.
 Cogito cogito, ergo cogito sum
 Conscience is the little thing that tells you someone is sure to find out.
 Constipation is the thief of time.
 Corduroy pillows are making headlines.
 Dancing cheek-to-cheek is really a form of floor play.
 Dead people are cool.
 Death is hereditary.
 Death to all fanatics!
 Definition of a prostitute^- receiver of swollen goods.
 Did you know that clones never use mirrors?
 Did you know....  That no-one ever reads these things?
 Dijon vu -- the same mustard as before.
 Do to the other fellow as he would do unto you. But for God's sake do it first!
 Does the name Pavlov ring a bell?
 Don't drink water, fish breed in it.
 Don't Panic.
 Don't Panic. Count to ten ... then Panic!
 Don't Panic. The Earth is just being demolished for a hyperspace bypass.
 Draft beer, not people
 Drive defensively, buy a tank.
 Dyslexia rules KO.
 Dyslexics of the world untie !
 Einstein rules relatively OK^- in theory anyway.
 Energizer Bunny arrested -- charged with battery.
 Every man reaps what he sows, except the amateur gardener.
 Experience, the name given by men to their mistakes.
 FOR SALE -- Encyclopedia, hardly used.^^My wife knows EVERYTHING!
 Forgive and remember.
 Get stoned^- Drink liquid cement.
 Go Hawaiian:^Give your gal a lei.
 God bless the Holy Trinity.
 Going the speed of light is bad for your age.
 Good day for a change of scene.^^Repaper the bedroom wall.
 Good day for overcoming obstacles.^^Try a steeplechase.
 Good day to avoid cops.^^Crawl to school.
 Good day to let down old friends who need help.
 Good news.^^Ten weeks from Friday will be a pretty good day.
 Graffiti has changed deface of the nation.
 Grass is nature's way of saying 'High!'^LSD melts your mind, not in your hand.
 Gravity brings me down.
 Gravity is a myth, the Earth sucks.
 Grow your own dope...plant a politician!
 Half Moon tonight.^^(At least its better than no Moon at all.)
 Happiness can't buy money.
 Have you read the Penguin Book of Quotations. (I never realized penguins had that much to say.)
 Help a swallow land at Capistrano.
 Help preserve wildlife. Pickle a Squirrel today!
 Help stamp out and abolish redundancy!
 Heredity is the thing a child gets from the other side of the family.
 Hire the morally handicapped.
 Hole drilled in ladies' room wall; police looking into it
 How come wrong numbers are never busy?
 Hugh Hefner is a virgin.
 Hummingbirds never remember the words to songs.
 I call things as I see them; If I didn't see them, I make them up!
 I came; I saw; I fucked up
 I can resist anything but temptation.
 I come unbundled.
 I don't want to achieve immortality through my work... I want to achieve it by not dying.
 I doubt, therefore I might be.
 I fired my masseuse today -- She just rubbed me the wrong way.
 I formatted my brain, now my mind is blank.
 I have a drink problem, I can't afford it.
 I looked up my wife's family tree. Most of her relatives are still climbing around in it.
 I marvel at the strength of human weakness.
 I only wrote the thing. I do not have to understand it.
 I passed my ethics course. I cheated, of course...
 I used to be a lumberjack but I just couldn't hack it, so they gave me the ax.
 I used to be a schizophrenic, but now I'm lonely.
 I used to work in a blanket factory, but it folded.
 I'd give my right arm to be ambidextrous.
 I'm immortal^- so far.
 I'm schizophrenic,^What are you?
 Ideas don't work unless you do.
 If a woman wants to learn to drive, don't stand in her way.
 If God had not meant us to write on walls, he would never have given us an example.
 If you can't tie good knots... tie many.
 If you eat yogurt,^you'll have lots of culture.
 If you have nothing to do,^don't do it here.
 Individualists unite!
 Ironic isn't it, that God gave the tortoise a drag factor of 0.03.
 Is a book on voyeurism a peeping tome?
 Is there an imaginary cure for hypochondria?
 It is now beyond any doubt that cigarettes are the biggest cause of statistics.
 Jealousy is all the fun you think they have.
 Jesus Saves,^Moses Invests,^But only Buddha pays Dividends.
 Jesus Saves^- and Dalglish gets the rebound!
 Jesus Saves^- not on my salary he doesn't.
 Jesus Saves^- with the Woolwich.
 Joe's sister puts spaghetti in her shoes!
 Join the army, travel the world, meet interesting people and shoot them.
 Just because you're paranoid doesn't mean they're not really after you.
 Just because you're paranoid it doesn't mean they aren't out to get you.
 Just when I was getting used to yesterday along came today.
 Keep America beautiful...^^Swallow your beer cans.
 Keep America beautiful....^^emigrate.
 Keep Britain tidy, shoot a tourist.
 Keep emotionally active.^^Cater to your favorite neurosis.
 Keep grandma off the streets -- legalize bingo.
 Klein bottle for rent -- inquire within.
 Laugh, and the world laughs with you.^- Snore and you sleep alone.
 Laugh, and the world thinks you're an idiot.
 Lead me not into temptation, I can find it myself.
 Life after death? Is it like terminate and stay resident?
 Life is a sexually transmitted disease.
 Life is like a diaper -- short and loaded.
 Live fast, die young, leave a good looking corpse.
 Living on Earth is expensive, but it does include a free trip around the sun.
 Look out!  Behind you!
 Lord give me patience......But Hurry!
 Love is blind. And when you get married you get your eyesight back.
 Love Thy Neighbor^- But don't get caught.
 Love Thy Neighbor^- But make sure her husband is away first!
 Make love, not war; get married and do both!
 Marijuana is nature's way of saying "high".
 Marriage is the mourning after the knot before.
 Me, paranoid?^^Which of my enemies told you that?
"Money can't buy friends but it can buy a better class of enemy." - Spike Milligan.
 Money is the root of all evil, and man needs roots.
 Money isn't everything.^- It isn't even enough!
 MONEY TALKS ...^^but all mine ever says is GOODBYE!
 My mind is like a steel trap -- things wander in and get mangled.
 My wife really likes to make pottery, but to me it's just kiln time.
 My wife wears rubber gear and whips me. Ohhhhh Kay!
 Neurotics build castles in the air. Psychotics live in them, and Psychiatrists charge them rent.
 Never hit a man with glasses; hit him with your fist.
 Never put a ? where God has put a period.
